id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
48345,Luiza Barbosa,169.287.530-21,ymonteiro@da.br,+55 (084) 6999-0539,"Estação Santos, Vila Vista Alegre, 48443310 Vieira / SE",1981-07-13,Roteirista,21947,Divorciado
48346,Marcos Vinicius Ferreira,510.469.382-15,joaquimcarvalho@yahoo.com.br,+55 11 6285-1003,"Aeroporto de Ribeiro, 2, Nova Suíça, 42967440 Almeida / AC",1968-12-13,Profissional de marketing,57309,Viúvo
48347,Eloah da Rocha,875.691.042-85,fernando43@uol.com.br,+55 51 3782 5512,"Loteamento Souza, 872, Jardim Montanhês, 94675-997 Monteiro Grande / RO",1947-10-10,Promotor de eventos,33586,Solteiro
48348,Cauã Cunha,783.512.046-17,marcelo54@yahoo.com.br,+55 (084) 7511 3511,"Parque Pietro Gomes, 30, Conjunto Bonsucesso, 09060333 Correia do Amparo / AL",1996-12-28,Cozinheira,17712,Solteiro
48349,Davi Lucca da Cunha,165.027.943-43,pporto@hotmail.com,+55 (081) 0370 9262,"Parque Enrico Jesus, 7, Pirineus, 62505-984 Costela da Praia / PE",1968-08-30,Instalador de linha telefônica,96654,Solteiro
48350,Murilo da Cruz,036.519.724-61,ryan33@rodrigues.com,0900-283-5947,"Distrito de Rezende, 96, Novo Santa Cecilia, 44330-684 Martins Alegre / PA",1980-03-04,Jogador de golfe,56007,Casado
48351,Kamilly Moreira,147.286.039-03,cardosoyago@ig.com.br,+55 31 6146-6818,"Largo de Freitas, 8, Minas Brasil, 66874100 Sales / PI",1967-04-11,Webmaster,72652,Solteiro
48352,Clara Farias,561.328.904-24,fariasyasmin@hotmail.com,0800-077-0467,"Loteamento de Lopes, 48, São Geraldo, 23911-239 Oliveira / MA",1987-01-19,Navegador,34790,Divorciado
48353,Lucas Porto,591.486.720-76,jrodrigues@ig.com.br,84 9871 5500,"Condomínio Araújo, 68, Camargos, 50772759 Araújo do Amparo / AL",1936-03-09,Lutador de kung fu,67443,Viúvo
48354,Laura Peixoto,483.190.257-88,guilhermemartins@monteiro.br,(051) 9673-9652,"Largo de Jesus, 21, Jardim Leblon, 06092-537 Pires Alegre / PB",1970-03-07,Oculista,32409,Solteiro
48355,Luana Dias,705.632.941-16,freitasmelissa@da.net,+55 (081) 1351-3964,"Ladeira Davi Lucca Cardoso, 41, Cabana Do Pai Tomás, 08922-049 Pereira da Prata / PA",1950-08-08,Tecnólogo em Ciências das plantas medicinais,87329,Divorciado
48356,Dr. Theo Rodrigues,130.586.274-08,maria-eduardaalmeida@da.br,+55 21 3809 4153,"Fazenda Ana Vitória Martins, 338, São Bernardo, 45984-061 Rocha / ES",1964-01-14,Gerente de riscos em seguros,41586,Divorciado
48357,Nina Caldeira,691.870.452-49,vfogaca@uol.com.br,+55 31 6907 5792,"Estrada de Costa, 220, Boa União 1ª Seção, 49060-759 Cardoso do Campo / PR",1971-05-13,Gerente de vendas,60735,Casado
48358,Laís Ribeiro,386.127.095-12,rezendemaria-julia@viana.br,(021) 7287 2383,"Ladeira de Ramos, 29, Vila Da Paz, 16812259 Azevedo Grande / PI",1977-12-02,Designer de interiores,6173,Viúvo
48359,Pietro Monteiro,365.289.014-06,carlos-eduardo99@fogaca.br,+55 (081) 7626-0537,"Viela Ana Vitória Moraes, 3, Boa Esperança, 84640-003 Correia Verde / MS",1970-08-12,Atleta de arremesso de peso,39342,Viúvo
48360,Marcelo Cardoso,592.138.074-14,isadora81@peixoto.com,+55 81 2993 2803,"Parque Emanuel das Neves, 26, Canaa, 07923-808 Pires / AL",1937-02-18,Barman,84663,Solteiro
48361,Carolina Moraes,609.723.418-03,aliciapereira@rodrigues.com,0500-973-2499,"Recanto de das Neves, 44, Vila São Gabriel, 57344-724 da Paz do Galho / PR",1966-12-24,Militar da Aeronáutica,84833,Solteiro
48362,Bruno da Mota,413.726.590-99,carolina35@da.org,+55 (011) 3606-0927,"Vereda Costela, 4, Jardim América, 84993134 da Conceição / PI",1953-07-25,Engenheiro agrônomo,7908,Casado
48363,Alana Monteiro,105.348.276-08,joao-vitorduarte@da.br,81 8129-7602,"Campo João Miguel Souza, 8, Jardinópolis, 72275647 Barros do Campo / BA",1982-09-03,Nefrologista,83705,Viúvo
48364,Stella Fogaça,521.976.084-01,vda-cunha@ig.com.br,84 7350 0111,"Lago Davi Lucas Freitas, 51, Mariquinhas, 02378-827 Mendes / DF",1943-12-30,Engenheiro de processos,12276,Solteiro
48365,Julia Cardoso,837.519.046-20,kcardoso@ig.com.br,+55 (051) 6003 7762,"Lago Danilo Aragão, 17, Madre Gertrudes, 77674-213 Jesus / ES",1963-02-05,Engenheiro sanitarista,26426,Divorciado
48366,Dra. Clarice Sales,760.945.231-99,ada-luz@caldeira.br,+55 (041) 4535 3864,"Trevo de da Rosa, 64, Vila Da Amizade, 93571-369 Porto dos Dourados / PA",1989-05-02,Broker/Corretor da bolsa de valores,54327,Solteiro
48367,Srta. Stella Correia,872.965.430-00,tmendes@da.net,(051) 4175-2312,"Loteamento da Costa, Oeste, 02235-757 Cunha de das Neves / SC",1960-07-12,Engenheiro mecatrônico,69473,Divorciado
48368,Emilly Cardoso,187.923.604-40,juliana80@rodrigues.net,+55 (031) 7151-7951,"Viaduto de Araújo, 13, Marieta 3ª Seção, 98795-767 Peixoto / RN",1965-03-29,Laboratorista,69184,Solteiro
48369,Sr. Murilo da Mota,980.435.162-51,elisaazevedo@yahoo.com.br,0500 153 3174,"Vereda da Costa, 17, Acaiaca, 76737-828 Monteiro Grande / DF",1962-09-27,Arranjador musical,4196,Divorciado
48370,Sr. Erick Pinto,680.713.592-03,clarice60@rocha.com,(041) 2597 4921,"Residencial de Almeida, 169, Santa Cruz, 77207387 Silveira / MS",1949-12-15,Serralheiro,74587,Divorciado
48371,Nina da Paz,721.439.806-04,silvaalicia@bol.com.br,0800 772 0105,"Favela da Rocha, 7, Floramar, 58830-050 Barros / CE",1956-07-07,Lavador,52549,Viúvo
48372,Lara Silveira,825.914.376-37,esantos@vieira.com,+55 71 8670 9848,"Estação Duarte, 71, Itatiaia, 48724835 da Luz / AL",1943-09-17,Naturólogo,7601,Divorciado
48373,Arthur Jesus,253.947.806-92,luiz-fernando10@ig.com.br,+55 81 9173-2522,"Estrada João Gabriel Pinto, 28, Lindéia, 47441-190 Castro do Sul / MT",1979-12-08,Tecnólogo em produção Sucroalcooleira,5327,Divorciado
48374,Dr. Levi Correia,652.813.947-46,gabriel45@bol.com.br,+55 (041) 5189 6692,"Praça Campos, 742, Novo São Lucas, 70320-730 Lopes / PE",1994-03-11,Dentista,27522,Viúvo
48375,Alana Peixoto,897.502.136-02,andreda-paz@uol.com.br,(084) 5672-7024,"Campo Fernanda Fogaça, 70, Glória, 12844-665 Moura do Amparo / PB",1953-10-23,Terapeuta floral,99465,Casado
48376,Theo Carvalho,873.692.041-03,da-motadavi-lucas@ig.com.br,+55 31 9435 4444,"Rodovia Dias, 721, Vila Nossa Senhora Do Rosário, 95473-706 Caldeira / DF",1943-05-16,Veterinário,63259,Casado
48377,Igor da Rosa,745.986.032-83,mendesana-julia@yahoo.com.br,31 3687 4481,"Avenida Maria Julia Souza, 4, Horto Florestal, 12142475 Moura dos Dourados / RR",1974-12-15,Controlador de vôo,58601,Divorciado
48378,Danilo Costa,682.974.315-09,levi94@costela.br,+55 (084) 4221-9088,"Vila Silva, 54, São Luiz, 86073579 Lima / AP",1940-01-03,Biólogo,93616,Divorciado
48379,Olivia Aragão,436.750.918-48,icardoso@ig.com.br,41 0835 2955,"Núcleo de Costela, 760, Vila Pilar, 27268327 da Mata / MS",1961-01-29,Recepcionista,44319,Viúvo
48380,Lívia Moraes,801.795.426-30,rgomes@lima.org,(021) 6716 3606,"Pátio Azevedo, 39, Santa Helena, 21839-296 Caldeira / PB",1961-06-11,Garimpeiro,33729,Viúvo
48381,Ian Nunes,103.569.248-15,nogueiraluiz-gustavo@uol.com.br,(061) 4438 0041,"Parque Nascimento, 85, Nova Pampulha, 23254-743 Lima / AM",1980-11-26,Tecnólogo em recursos pesqueiros,75770,Solteiro
48382,Lorenzo Pereira,518.673.094-75,pda-cruz@bol.com.br,(071) 7930-9396,"Colônia de Souza, Jardim América, 21446-424 Moraes do Amparo / PE",1967-02-10,Técnico em tratamento de água,90930,Divorciado
48383,Enzo Gabriel Peixoto,745.162.803-53,larissacunha@jesus.com,+55 (041) 8074-4789,"Vereda Caldeira, 3, Vila Fumec, 63789966 Silveira / AC",1985-12-25,Pediatra,50172,Casado
48384,Gabrielly da Rocha,103.469.278-03,jesustheo@yahoo.com.br,+55 11 7397 0897,"Viaduto Ana Beatriz da Conceição, 19, Venda Nova, 07525-957 Barbosa das Pedras / RS",1942-12-08,Baixista,50767,Solteiro
48385,Carlos Eduardo Peixoto,823.140.756-17,salesalexia@da.com,(021) 6737-4187,"Recanto de Novaes, 9, Casa Branca, 22944403 Ribeiro da Serra / GO",1948-10-15,Médico legista,73002,Casado
48386,Bruno Nogueira,987.642.350-92,da-luzaugusto@cardoso.com,0800 364 6581,"Núcleo Cardoso, 52, Salgado Filho, 73384-464 Novaes do Norte / BA",1968-05-09,Presidente da República,81571,Viúvo
48387,Benício Cardoso,098.257.364-29,anadias@vieira.com,31 4207 4240,"Estrada Cardoso, 89, Cidade Jardim Taquaril, 94869354 Rocha / RS",1955-11-25,Tecnólogo em tecnologia da madeira,22570,Solteiro
48388,Milena Rezende,746.103.825-71,ejesus@costa.com,(084) 2686 6901,"Estrada Caroline Cardoso, Minas Brasil, 42950-227 Novaes de Goiás / AC",1998-08-24,Aeromoça,56288,Divorciado
48389,Sarah Rodrigues,176.280.395-02,camposnoah@ig.com.br,(041) 0400-2038,"Vila Pinto, 48, Marieta 3ª Seção, 35403-665 das Neves de da Costa / AC",2007-10-05,Acompanhante,25896,Casado
48390,Luigi Gomes,540.713.829-88,vianajulia@bol.com.br,51 2575 4502,"Distrito de Novaes, 224, Paraíso, 78893-996 Fernandes / PA",1961-09-24,Profissional de hotelaria,12336,Casado
48391,Nina Pires,129.687.450-85,rezendearthur@mendes.com,+55 (071) 6650-0063,"Estação Alves, 1, São Gabriel, 43253-786 Correia / DF",1991-03-02,Otorrinolaringologista,9075,Divorciado
48392,Ana Vitória da Luz,802.537.964-74,maria-alice90@vieira.org,+55 (041) 1018-6218,"Área de Gonçalves, Mirante, 20858-957 Pereira do Sul / PB",1994-06-24,Obstetra,33186,Casado
48393,Sra. Júlia Cardoso,651.238.904-24,rezendeenzo@ig.com.br,+55 31 9788 3486,"Feira Vieira, 108, Maria Helena, 16433-693 da Costa / PA",1977-04-25,Locutor,21110,Viúvo
48394,Evelyn Fogaça,518.326.497-09,kevinbarbosa@gmail.com,+55 71 1556 5162,"Rua Monteiro, 7, Independência, 59067955 Correia / BA",1967-02-12,Repórter,24607,Casado
48395,Luiz Henrique Almeida,718.329.640-78,asantos@da.com,+55 21 3945-3214,"Alameda Enzo da Paz, 72, Madre Gertrudes, 99172982 Santos / AL",1962-05-12,Terapeuta Holístico,22316,Casado
48396,Cecília Correia,501.293.487-32,eduardorodrigues@mendes.br,51 8256 5909,"Fazenda de Souza, Alta Tensão 1ª Seção, 32056269 Fogaça do Norte / SE",1955-10-04,Kite-surfer,1814,Solteiro
48397,Dr. Caio Gonçalves,927.135.680-21,lfarias@hotmail.com,51 6562 2104,"Viela Santos, 89, Cônego Pinheiro 1ª Seção, 40070-837 Almeida / PE",1985-03-04,Engenheiro de projetos,95274,Viúvo
48398,Sarah Aragão,908.542.613-89,fsouza@ig.com.br,+55 84 1984-6349,"Viaduto Lucas Gabriel Martins, 13, Tupi B, 51497501 Barros da Praia / PB",1947-03-10,Passador,20622,Casado
48399,Francisco Novaes,172.986.450-30,ncostela@uol.com.br,(071) 8621 4050,"Conjunto da Conceição, 15, Mariquinhas, 68708248 Azevedo / PI",1969-03-21,Remador,37467,Casado
48400,Emanuel Aragão,610.835.492-51,hramos@carvalho.br,84 6238-9489,"Loteamento de Costa, Itatiaia, 02383-643 Jesus / GO",1983-02-01,Tapeceiro,47804,Viúvo
48401,Ana Lívia Peixoto,314.875.206-62,dnogueira@hotmail.com,+55 (051) 3915 3448,"Feira Luiz Henrique Rezende, Unidas, 46421-302 Souza / MS",1986-03-06,Lubrificador de máquinas,8239,Solteiro
48402,Lucas Silva,057.623.814-71,lopeslais@gmail.com,0500 618 6463,"Lago da Luz, 15, Nossa Senhora Da Conceição, 50932689 Monteiro / SE",1959-06-07,Encanador,68807,Divorciado
48403,Lorena Rocha,278.065.319-12,matheussales@ig.com.br,+55 11 7330 1377,"Estação Fernanda Nascimento, 18, Vila De Sá, 37501166 Rezende Paulista / PA",1935-07-25,Petroleiro,3302,Viúvo
48404,Daniel Castro,847.253.061-26,maria-cecilia57@ramos.br,(084) 4777-2958,"Esplanada Fogaça, 97, Novo Das Industrias, 05346-778 Carvalho / CE",1949-10-20,Podólogo,22060,Solteiro
48405,Diego Rocha,897.423.051-88,wvieira@monteiro.com,+55 (061) 4268 3314,"Rodovia de Gomes, 6, Itaipu, 54503-056 Jesus do Galho / RR",1986-05-10,Técnico em higiene dentária,46027,Viúvo
48406,Júlia Vieira,937.256.810-40,nicole17@bol.com.br,(051) 7007-2887,"Lagoa de Novaes, 516, Andiroba, 97616519 Jesus de Mendes / MG",1963-12-08,Deputado,45440,Divorciado
48407,Pietro Gonçalves,018.692.357-03,zcardoso@yahoo.com.br,81 6768 9958,"Núcleo da Mata, 35, Horto, 93174965 Freitas da Serra / AL",1961-09-09,Instalador de painéis,45487,Casado
48408,Marcelo Monteiro,590.463.281-98,diego04@gmail.com,+55 61 9320 6953,"Avenida de Moreira, 77, Serra Do Curral, 86928112 Duarte / CE",1978-11-04,Quitandeiro,57499,Solteiro
48409,João Pedro Cavalcanti,874.091.653-75,mferreira@nogueira.com,+55 51 0668 1191,"Feira Santos, 37, Inconfidência, 76263545 Vieira do Norte / AM",1963-07-21,Ciclista,33847,Divorciado
48410,Dra. Clarice da Rocha,964.157.302-07,pedro-henriquepereira@da.com,+55 51 5407 0072,"Fazenda Nunes, 95, Santa Rita, 23261-820 Nunes do Oeste / MG",1942-10-25,Designer de interiores,78017,Casado
48411,Pietra das Neves,325.647.819-00,correiabianca@bol.com.br,(061) 7515 6197,"Feira Maysa Sales, 370, Santa Terezinha, 91181709 Barros Paulista / PA",1967-01-09,Cumim,89206,Divorciado
48412,Dr. Gustavo Henrique Nogueira,910.453.286-42,rferreira@uol.com.br,(041) 6452-0445,"Fazenda Vitória Nunes, 9, Xodo-Marize, 53485442 Cavalcanti / AC",1993-10-13,Cinematográfo,42086,Casado
48413,Marcelo Ferreira,892.014.365-05,cavalcantiana-livia@ig.com.br,(071) 4278 6564,"Vereda Aragão, 89, Vila Santo Antônio, 86192-968 Rezende do Sul / RN",1998-02-06,Atleta de tiro com arco,15219,Viúvo
48414,Joana Vieira,703.182.549-05,liviacarvalho@gmail.com,0500-295-9543,"Setor Larissa Lima, 16, Vila São Gabriel Jacui, 77545-122 Fogaça / PA",1936-03-30,Flautista,39532,Solteiro
48415,Valentina da Paz,640.157.932-34,pereiramaria-vitoria@santos.br,51 4716 3074,"Alameda de Gonçalves, 43, Alto Dos Pinheiros, 94739-190 Moreira / PI",1991-03-02,Corretor de seguros,25191,Casado
48416,Pietra Sales,492.153.867-00,juliagoncalves@peixoto.br,+55 71 9933 3655,"Jardim João Gabriel Ribeiro, 31, Alta Tensão 1ª Seção, 22406-415 Barros / MA",1996-06-02,Líder comunitário,13244,Viúvo
48417,Juliana Lima,536.210.789-59,novaesryan@uol.com.br,31 9592 9430,"Trecho de Oliveira, 53, Frei Leopoldo, 74818-558 Fernandes / AM",1983-11-04,Vendedor,15542,Viúvo
48418,Maria Cecília Lima,869.203.741-96,bianca90@bol.com.br,+55 51 7765 1130,"Colônia Antônio Lopes, 24, Dona Clara, 42447936 Cunha / DF",1948-04-01,Biomédico,52270,Casado
48419,Enzo Gabriel Cunha,081.564.729-85,diasstella@nascimento.net,(081) 9495 0105,"Quadra Costa, 85, Palmeiras, 49101954 Moraes / TO",1943-04-26,Biotecnólogo,66760,Viúvo
48420,Paulo da Paz,369.851.427-37,isabelly81@cavalcanti.br,+55 (051) 8127-3084,"Chácara de da Mota, 22, Vila Engenho Nogueira, 68420-678 Cunha de Castro / MS",1935-05-28,Profissional de tecnologia de laticínios,28804,Casado
48421,Giovanna Oliveira,071.358.624-90,davi-lucas30@gmail.com,71 3011 8634,"Distrito Brenda Martins, 441, Vila Nova Cachoeirinha 3ª Seção, 08750-845 Barbosa / RS",1982-11-18,Estofador,56693,Viúvo
48422,Leonardo Cardoso,764.158.230-35,osilva@castro.com,61 3351 3400,"Parque de Martins, Biquinhas, 43275674 Ramos de Goiás / MG",1975-11-11,Vereador,25370,Solteiro
48423,Dra. Eduarda Rodrigues,594.768.120-01,juan77@uol.com.br,+55 84 2017 7262,"Pátio Oliveira, 3, Vila Coqueiral, 78008-134 Monteiro das Pedras / AP",1943-12-26,Ascensorista,42518,Solteiro
48424,Srta. Clarice Duarte,146.579.328-37,da-pazyuri@lopes.net,+55 (084) 5071-1811,"Recanto de Azevedo, Vila Havaí, 69786-758 Oliveira Paulista / BA",1959-12-27,Assessor parlamentar,73933,Solteiro
48425,Valentina Nogueira,298.763.140-50,costelavicente@yahoo.com.br,61 7117 8756,"Recanto Cardoso, 70, Havaí, 31357-572 Martins do Sul / MS",1981-07-13,Estoquista,8456,Solteiro
48426,Luigi Gonçalves,861.497.302-04,garagao@bol.com.br,+55 (051) 7220 8718,"Ladeira Rodrigo Nunes, 92, Gutierrez, 77469-751 da Cruz / RO",1973-01-01,Restaurador,67675,Casado
48427,Letícia Sales,417.320.856-17,emoura@yahoo.com.br,+55 11 4484-3560,"Área Stella Novaes, 77, Vista Alegre, 35434-130 Costela / PI",1946-07-18,Metalúrgico,8622,Solteiro
48428,Enrico Mendes,064.397.512-80,ana-juliagomes@yahoo.com.br,+55 (021) 8992 3398,"Área Thiago Silva, 49, Vila União, 46918821 da Cruz / PE",1976-07-06,Soldado,95739,Casado
48429,Thomas da Rosa,162.574.908-20,pda-mata@cunha.org,41 5368-3475,"Lago Costela, 9, Cardoso, 10066219 da Paz / MS",1992-05-09,Fonoaudiólogo,6409,Divorciado
48430,Samuel Fernandes,837.106.254-08,vieiraeduardo@ig.com.br,41 3517 7208,"Vereda da Rocha, 91, Buraco Quente, 17213-357 Freitas / DF",1937-10-07,Montador de negativos,2336,Solteiro
48431,Sra. Pietra da Luz,805.749.361-57,elisacaldeira@cardoso.br,0500 577 7227,"Vereda Ana Vitória Barbosa, 84, Vila São Rafael, 23411541 Souza / RN",1950-04-09,Jogador de futebol,35440,Viúvo
48432,Luiz Felipe Silveira,586.240.391-42,caldeiravitoria@lima.br,31 0888 9072,"Conjunto Araújo, Monte São José, 10365985 Moura / PE",1956-09-13,Patologista oral,94605,Viúvo
48433,João Pedro Nogueira,750.294.368-47,barrosjoao-felipe@yahoo.com.br,+55 41 3517-6307,"Feira Novaes, 436, Conjunto Lagoa, 94651-657 Moraes / PB",2007-06-08,Jornaleiro,95937,Divorciado
48434,Brenda Pinto,397.465.801-75,emanuellynovaes@pinto.br,(051) 6163 4235,"Vale Carvalho, Vila Tirol, 66481-448 Oliveira Paulista / RJ",1953-10-25,Cirurgião dentista,96467,Divorciado
48435,Emanuelly Pereira,685.742.091-20,diogo75@pinto.net,(041) 3195 7217,"Recanto Nunes, 114, Piratininga, 85284977 da Rosa / AL",1984-12-13,Grafologista,53085,Solteiro
48436,Sra. Laura Caldeira,519.048.362-24,felipe33@yahoo.com.br,+55 (031) 1064-2127,"Travessa Eduardo Nogueira, 534, Novo Ouro Preto, 50331-346 Rezende / BA",1937-07-28,Retificador,23680,Divorciado
48437,Caroline Moura,485.762.093-65,mfarias@gmail.com,+55 71 1663 3509,"Ladeira de Monteiro, 439, Estrela, 34439600 Aragão das Pedras / BA",2006-01-02,Cabo,32218,Casado
48438,João Guilherme Jesus,167.852.390-95,qpinto@hotmail.com,+55 84 9406-4679,"Viela Ryan Viana, Lorena, 21694-037 Gomes / SP",1947-10-31,Ministro,76000,Solteiro
48439,Dr. Yuri Nogueira,850.162.374-17,correialuana@uol.com.br,+55 51 0010 5381,"Colônia de da Mota, 74, Santa Maria, 72689745 Moreira da Prata / AP",1969-09-23,Clap loader,71230,Divorciado
48440,Beatriz Silveira,297.341.650-70,alanamonteiro@hotmail.com,+55 41 5646 2101,"Lagoa de Costa, 679, Madri, 29506397 Azevedo da Serra / TO",1990-06-23,Empresário,12809,Solteiro
48441,Thomas Mendes,460.293.175-80,eduardo79@bol.com.br,0500 314 1160,"Alameda Emanuelly Dias, 92, Brasil Industrial, 41145-091 Sales do Campo / ES",1996-05-13,Técnico em radiologia,23852,Casado
48442,Laura Oliveira,819.376.054-93,julia63@nogueira.net,(021) 4408-5183,"Estrada de da Luz, São Benedito, 62212735 Moraes do Oeste / SC",2000-11-26,Engraxate,42772,Solteiro
48443,Juan Azevedo,981.430.627-40,rrocha@gmail.com,+55 (071) 0436-1270,"Vila Rodrigues, Cinquentenário, 27834916 Barbosa de Ribeiro / SP",1976-04-10,Contabilista,17353,Divorciado
48444,Esther Almeida,571.062.348-26,matheus05@farias.br,0900 115 0193,"Vereda da Mota, 20, São Vicente, 09478177 Ribeiro de Rodrigues / GO",2001-03-12,Restaurador,25650,Casado
48445,Dr. Otávio Pereira,218.076.395-68,bgomes@nunes.com,81 3587 2715,"Largo Campos, 3, Ribeiro De Abreu, 51851907 Moura da Praia / RR",1999-04-26,Analista de sistemas,43544,Casado
48446,Benício Ramos,350.769.418-20,gabriela90@alves.com,+55 71 8525 2004,"Sítio Daniela Nogueira, 56, Sion, 50570-015 Nascimento de Santos / RO",1941-08-27,Profissional de informática,86175,Divorciado
48447,Alana Silva,496.710.538-66,pintogustavo@araujo.net,+55 41 7174-5916,"Lago de Viana, 51, Vera Cruz, 72764-545 Oliveira / MG",1950-12-05,Engenheiro acústico,5307,Solteiro
48448,Caio Fogaça,168.340.725-35,nicole18@santos.com,+55 (011) 8639 6655,"Feira Souza, 59, Conjunto São Francisco De Assis, 91022166 Monteiro / PI",1967-02-11,Tecnólogo em tecnologia da madeira,75079,Viúvo
48449,Ana Vitória Teixeira,527.814.690-76,xgomes@hotmail.com,(051) 7547 3405,"Conjunto Gabriel Fernandes, 267, Vila Primeiro De Maio, 95384791 Farias de Farias / SP",1962-07-27,Engenheiro naval,37489,Solteiro
48450,Yuri Barros,803.971.526-12,ecorreia@araujo.com,(031) 2645 6199,"Rodovia Pereira, 4, Colégio Batista, 70695087 Lopes Paulista / MA",1948-11-25,Anestesiologista,1411,Solteiro
48451,Fernanda Gomes,630.214.958-42,rnogueira@castro.br,+55 (051) 3800 9784,"Chácara da Luz, 90, Vila Barragem Santa Lúcia, 29367551 Viana / SC",1974-06-20,Engenheiro ambiental,48741,Viúvo
48452,Thomas Moreira,601.295.348-89,maysa47@hotmail.com,11 3326 1176,"Conjunto de Farias, 606, Candelaria, 33644-387 Silva / RJ",1997-03-29,Pastilheiro,34529,Viúvo
48453,Marcelo Gonçalves,176.538.940-20,martinsnatalia@fernandes.br,61 4117-9333,"Fazenda Elisa Caldeira, Lorena, 25593-563 da Cruz dos Dourados / RN",1997-02-24,Auxiliar de reprografia,71266,Viúvo
48454,Eduarda Campos,564.082.793-92,caue34@fogaca.br,(031) 1352-2954,"Sítio de Araújo, 34, Vila Rica, 79377236 Gomes dos Dourados / MT",1943-04-27,Retificador,18042,Solteiro
48455,Renan Castro,609.134.257-61,lopesenzo@da.com,+55 (041) 7025 6844,"Praia de Campos, 6, Universitário, 64909-394 Carvalho / AM",1989-04-19,Ufólogo,66032,Casado
48456,Samuel Martins,145.697.280-49,wnascimento@yahoo.com.br,+55 71 6364-0033,"Vereda Alves, 35, Dom Cabral, 02233773 Cavalcanti das Flores / GO",1967-05-19,Economista,70751,Viúvo
